parcel_idx,x,y,z,tau_fmri,spectral_exp,alff,falff,rho_fmri,n_subjects
168,-4.726775956284158,55.05464480874318,-10.131147540983605,5.105674780453568,0.9089985684469972,3.3963179606010043,0.8774854396549655,0.5750425351532426,68
169,-5.943965517241381,34.91810344827587,-8.762931034482762,4.66664450839182,0.46953114045177613,3.286626539289316,0.8391742941175422,0.591141101359625,68
170,-46.18181818181819,31.55485893416929,-10.263322884012538,4.972344343948272,0.8696377485715727,3.4227177133031867,0.8820845752950419,0.5753387148084554,68
171,-27.99363057324841,58.35668789808918,-0.7261146496815343,5.143180076486548,1.0062187111566347,3.4248981158910667,0.8949411611656151,0.5679920237939413,68
172,-47.71428571428572,28.306878306878303,0.48148148148148096,4.947362418798629,0.9094428815414075,3.440563730110147,0.8841071926639026,0.5714287353078388,68
173,-6.377952755905511,59.21259842519686,6.472440944881896,5.232560073078448,0.9798413985688219,3.431554250465854,0.8867338098264875,0.5699991037968037,68
174,-6.131782945736433,44.73255813953489,5.883720930232556,5.150015742148897,0.9552564290057802,3.422283243180068,0.8823768738057836,0.5723841019608295,68
175,-52.964705882352945,19.22745098039215,11.48627450980392,5.303590838513735,1.1026387972348841,3.3655563578129013,0.8938545553864277,0.5615396677188447,68
176,-16.05405405405405,67.02702702702703,8.354354354354356,5.141324636613351,1.082922486806311,3.4937351350807737,0.9043903620580016,0.5666292289450867,68
177,-5.436123348017617,33.700440528634374,20.431718061674005,5.0825286202534485,0.6558074740400757,3.1738409591355454,0.8865675248902927,0.5732175191735474,68
178,-4.223039215686271,51.350490196078425,27.931372549019613,5.615521829116002,0.8546448878604893,3.18973865892459,0.8897519848867733,0.5699350338571727,68
179,-13.783439490445858,57.47346072186838,30.900212314225058,4.687782433258427,0.664776960938711,3.4238769013251833,0.9036253213120707,0.5792674875043389,68
180,-21.870669745958423,50.23556581986142,31.302540415704385,4.390651280790214,0.4160603298804157,3.4286689702533613,0.8949944961807939,0.5853167942959695,68
181,-24.78102189781022,28.25547445255475,43.48175182481752,4.267882159807563,0.38303865371342255,3.4236138019559545,0.8784841909340662,0.5884507340740494,68
182,-41.261363636363626,18.950757575757564,47.78409090909091,5.080319166847866,1.0515161654054384,3.4958782630245637,0.9057764533401035,0.5596499139806393,68
183,-7.913419913419915,42.709956709956714,51.22077922077922,4.951039839775437,0.9743619209341087,3.509272030210351,0.9015564714128789,0.5663412463223072,68
184,-18.403100775193792,35.844961240310084,48.14728682170542,4.442876166531424,0.4304513999171852,3.4208766146851834,0.8798361648522708,0.5849399311723077,68
185,-41.62135922330097,7.092233009708735,48.57766990291262,5.013563321444556,0.994716900572337,3.4557783650623506,0.8977984275462295,0.5631241549033913,68
186,-29.936395759717314,13.611307420494711,57.18021201413427,4.852171304801637,0.875784523246988,3.4356913204588557,0.8913753506596958,0.569902736515473,68
187,-22.3671875,19.4453125,51.8046875,4.527502623401291,0.6008428146038465,3.4369769224839803,0.8865380607744403,0.5817686303355802,68
