parcel_idx,label,hemi,tau_mean,rho_mean,tau_r2_mean,rho_r2_mean,x,y,z,tau_resid,rho_resid
14,7Networks_LH_Cont_Par_2-lh,lh,0.007976015374256408,0.6042066197019373,0.8664469637991885,0.9998845021199538,-57.43772529241607,-45.16406984404316,42.6297962684331,-0.0020978570931504213,0.004992640515040336
15,7Networks_LH_Cont_Par_3-lh,lh,0.008728194061193224,0.6030269783420984,0.8601350745720412,0.9998882597006481,-51.70714798822522,-53.06946920254301,39.308137758384994,-0.0010829278431209125,0.003603774386674252
16,7Networks_LH_Cont_Par_4-lh,lh,0.016694371733773694,0.5951296122377171,0.7663049824226813,0.9999265162936523,-33.01249050057453,-60.82633115703933,41.58812086132989,0.007387188019775143,-0.0038167890026118423
17,7Networks_LH_Cont_Par_5-lh,lh,0.012539355812620535,0.5993720129151817,0.8324705716445611,0.9999055037936306,-41.75459424227369,-54.409667524385625,40.20693772838962,0.0027622770986016135,0.00011763454654933891
18,7Networks_LH_Cont_Par_6-lh,lh,0.013176331241266733,0.5993879560567383,0.8307516431991975,0.999909466066349,-44.24843875250716,-44.61400144608295,42.80799689728426,0.0028947470308090216,0.00024220302103028502
19,7Networks_LH_Cont_Temp_1-lh,lh,0.005312145428779378,0.6077636071098693,0.8715049819704013,0.9998664481435411,-60.02472139294152,-49.59256503171226,-10.852849359675368,-0.008491085777398183,0.002584960669073655
20,7Networks_LH_Cont_pCun_1-lh,lh,0.013306788670396148,0.5965564053086755,0.7326790887951328,0.9999144592010467,-10.760401704632644,-75.83670678375461,43.22303682016143,0.004951938099575131,-0.0018416494626479762
21,7Networks_LH_Cont_pCun_2-lh,lh,0.01411742841162307,0.595034151191397,0.7371791224021501,0.9999214078806093,-7.017724206677307,-60.92232099007134,51.415970837159016,0.0052159226601084276,-0.0026880535731715893
22,7Networks_LH_Default_PFC_1-lh,lh,0.0324982403597135,0.6036255489876293,0.5759901447594905,0.9999051625638009,-35.41555273520814,22.084490812704704,-15.082578042399652,0.012636235969754436,-0.00319372709150878
23,7Networks_LH_Default_PFC_10-lh,lh,0.009198824783805239,0.6065243093401735,0.8359387344478285,0.9998804481292579,-53.244488806094765,19.86821067858042,10.648061996735867,-0.008281348694551932,0.002568053600384035
24,7Networks_LH_Default_PFC_11-lh,lh,0.014795173930885142,0.6071361221544788,0.73400657628531,0.999890842420185,-16.652498448100907,64.12688667021891,10.012552964724776,-0.0065665977054653255,0.002483612792547496
25,7Networks_LH_Default_PFC_12-lh,lh,0.020352654427438343,0.5974112404587552,0.8166782287510873,0.9999209884368313,-5.448136830848746,30.143438312911176,21.237053693985988,0.002257864916742361,-0.005323282572637256
26,7Networks_LH_Default_PFC_13-lh,lh,0.013888667467006585,0.6011733300580435,0.8453290265592319,0.9999036735564268,-5.358658399160932,49.0758804926848,27.355037936937627,-0.005164588219468599,-0.0012066766292176956
27,7Networks_LH_Default_PFC_14-lh,lh,0.011764770856546458,0.6032158423653232,0.8366680537905763,0.9998926798282458,-16.577720333903617,54.36081275852045,30.122063154449112,-0.007321477553475847,0.0010049081111729308
28,7Networks_LH_Default_PFC_15-lh,lh,0.013679662095305021,0.602463845943933,0.8178006268921981,0.9999007884220478,-24.65000903312796,44.89307394795034,28.692124938338456,-0.004692893968495636,0.00022417593995049945
29,7Networks_LH_Default_PFC_16-lh,lh,0.012165082679530415,0.6016895417177506,0.842657206271666,0.9999037704602863,-26.229546386109305,26.803473117083488,38.6378469975037,-0.004061249533849547,0.0008855593092281788
30,7Networks_LH_Default_PFC_17-lh,lh,0.009243141812482827,0.6022013198757333,0.8597262463497851,0.9998951329302658,-41.33548079856023,18.13569087818757,45.765911541195216,-0.005578022364613959,0.0022887280514030106
31,7Networks_LH_Default_PFC_18-lh,lh,0.010241232193004575,0.6025354877203082,0.8580244166578698,0.9998917777441212,-9.74775480605409,42.90992183266523,48.448833176237855,-0.0066713508384660895,0.0026246055442081806
32,7Networks_LH_Default_PFC_19-lh,lh,0.012960227997216805,0.600306816771136,0.8496173716598536,0.9999055973781682,-20.882703936010376,34.39732618116795,42.4120461313348,-0.003621834228935172,-0.00018275732107830844
33,7Networks_LH_Default_PFC_2-lh,lh,0.024619111857715106,0.6056827121382592,0.5379997378272122,0.9998943756832791,-34.73836611879283,36.41457536713831,-13.202855249931073,0.0038125213878512504,-0.001175818611127033
34,7Networks_LH_Default_PFC_20-lh,lh,0.010032390885409963,0.6005678484590944,0.8628859966703964,0.9998992562977017,-42.85162354774601,4.787632482870184,45.78667462540932,-0.003761082295022153,0.0008877478810495054
35,7Networks_LH_Default_PFC_21-lh,lh,0.011269574237941227,0.6005838495025412,0.8513523878999236,0.9999028519994017,-32.034395758731605,13.224192363553328,52.6139647658696,-0.0027837840635544023,0.0015715497988031402
36,7Networks_LH_Default_PFC_22-lh,lh,0.01343250313506688,0.5999986188319795,0.8548883235376821,0.999910214761992,-25.162960916195274,17.890900521908165,47.82930414931579,-0.0014327434056557627,0.0003940633711556618
